Dim;point_gen_method;input_file;spanner_method;epsilon;Points;Edges;Sparseness;Edges to points ratio
2;unif;dist_matrix_points_2_250_unif.txt;blind-random-bad-ratio;0.5;250;4198;0.134876;16.792
2;unif;dist_matrix_points_2_250_unif.txt;blind-random-bad-ratio-connect-first;0.5;250;4263;0.136964;17.052
2;unif;dist_matrix_points_2_250_unif.txt;blind-random-bad-ratio-lower-bound-first;0.5;250;3033;0.0974458;12.132
2;unif;dist_matrix_points_2_250_unif.txt;greedy-non-blind;0.01;250;2969;0.0953896;11.876
2;unif;dist_matrix_points_2_250_unif.txt;blind-quasi-sorted-greedy;0.01;250;31088;0.998811;124.352
2;unif;dist_matrix_points_2_250_unif.txt;blind-quasi-sorted-shaker;0.01;250;31120;0.999839;124.48
2;unif;dist_matrix_points_2_250_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;250;14798;0.475438;59.192
2;unif;dist_matrix_points_2_250_unif.txt;blind-random-bad-ratio;0.01;250;15555;0.499759;62.22
2;unif;dist_matrix_points_2_250_unif.txt;blind-random-bad-ratio-connect-first;0.01;250;15473;0.497124;61.892
2;unif;dist_matrix_points_2_250_unif.txt;blind-random-bad-ratio-lower-bound-first;0.01;250;15019;0.482538;60.076
2;clustered;dist_matrix_points_2_300_clustered.txt;greedy-non-blind;0.1;300;1057;0.0235674;3.52333
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-quasi-sorted-greedy;0.1;300;7797;0.173846;25.99
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-quasi-sorted-shaker;0.1;300;15764;0.351483;52.5467
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;300;4505;0.100446;15.0167
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio;0.1;300;5183;0.115563;17.2767
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-connect-first;0.1;300;5090;0.113489;16.9667
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.1;300;4321;0.0963434;14.4033
2;clustered;dist_matrix_points_2_300_clustered.txt;greedy-non-blind;0.2;300;754;0.0168116;2.51333
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-quasi-sorted-greedy;0.2;300;7345;0.163768;24.4833
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-quasi-sorted-shaker;0.2;300;14842;0.330925;49.4733
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;300;3649;0.0813601;12.1633
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio;0.2;300;4307;0.0960312;14.3567
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-connect-first;0.2;300;4195;0.093534;13.9833
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.2;300;3579;0.0797993;11.93
2;clustered;dist_matrix_points_2_300_clustered.txt;greedy-non-blind;0.5;300;498;0.0111037;1.66
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-quasi-sorted-greedy;0.5;300;6974;0.155496;23.2467
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-quasi-sorted-shaker;0.5;300;14026;0.312731;46.7533
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;300;2791;0.0622297;9.30333
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio;0.5;300;3308;0.073757;11.0267
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-connect-first;0.5;300;3211;0.0715942;10.7033
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.5;300;2746;0.0612263;9.15333
2;clustered;dist_matrix_points_2_300_clustered.txt;greedy-non-blind;0.01;300;2599;0.0579487;8.66333
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-quasi-sorted-greedy;0.01;300;32374;0.721828;107.913
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-quasi-sorted-shaker;0.01;300;32506;0.724771;108.353
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;300;7392;0.164816;24.64
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio;0.01;300;9223;0.205641;30.7433
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-connect-first;0.01;300;8865;0.197659;29.55
2;clustered;dist_matrix_points_2_300_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.01;300;7472;0.1666;24.9067
2;exp;dist_matrix_points_2_300_exp.txt;greedy-non-blind;0.1;300;757;0.0168785;2.52333
2;exp;dist_matrix_points_2_300_exp.txt;blind-quasi-sorted-greedy;0.1;300;44593;0.99427;148.643
2;exp;dist_matrix_points_2_300_exp.txt;blind-quasi-sorted-shaker;0.1;300;44837;0.99971;149.457
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;300;4370;0.0974359;14.5667
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio;0.1;300;5067;0.112977;16.89
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-connect-first;0.1;300;4962;0.110635;16.54
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-lower-bound-first;0.1;300;4355;0.0971014;14.5167
2;exp;dist_matrix_points_2_300_exp.txt;greedy-non-blind;0.2;300;552;0.0123077;1.84
2;exp;dist_matrix_points_2_300_exp.txt;blind-quasi-sorted-greedy;0.2;300;40276;0.898016;134.253
2;exp;dist_matrix_points_2_300_exp.txt;blind-quasi-sorted-shaker;0.2;300;44837;0.99971;149.457
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;300;3256;0.0725975;10.8533
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio;0.2;300;3825;0.0852843;12.75
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-connect-first;0.2;300;3891;0.0867559;12.97
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-lower-bound-first;0.2;300;3297;0.0735117;10.99
2;exp;dist_matrix_points_2_300_exp.txt;greedy-non-blind;0.5;300;393;0.00876254;1.31
2;exp;dist_matrix_points_2_300_exp.txt;blind-quasi-sorted-greedy;0.5;300;37238;0.830279;124.127
2;exp;dist_matrix_points_2_300_exp.txt;blind-quasi-sorted-shaker;0.5;300;44185;0.985173;147.283
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;300;2252;0.0502118;7.50667
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio;0.5;300;2721;0.0606689;9.07
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-connect-first;0.5;300;2751;0.0613378;9.17
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-lower-bound-first;0.5;300;2196;0.0489632;7.32
2;exp;dist_matrix_points_2_300_exp.txt;greedy-non-blind;0.01;300;2329;0.0519287;7.76333
2;exp;dist_matrix_points_2_300_exp.txt;blind-quasi-sorted-greedy;0.01;300;44602;0.99447;148.673
2;exp;dist_matrix_points_2_300_exp.txt;blind-quasi-sorted-shaker;0.01;300;44839;0.999755;149.463
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;300;9452;0.210747;31.5067
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio;0.01;300;10143;0.226154;33.81
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-connect-first;0.01;300;10510;0.234337;35.0333
2;exp;dist_matrix_points_2_300_exp.txt;blind-random-bad-ratio-lower-bound-first;0.01;300;9585;0.213712;31.95
2;normal;dist_matrix_points_2_300_normal.txt;greedy-non-blind;0.1;300;1254;0.0279599;4.18
2;normal;dist_matrix_points_2_300_normal.txt;blind-quasi-sorted-greedy;0.1;300;44840;0.999777;149.467
2;normal;dist_matrix_points_2_300_normal.txt;blind-quasi-sorted-shaker;0.1;300;44204;0.985596;147.347
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;300;8790;0.195987;29.3
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio;0.1;300;10139;0.226065;33.7967
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-connect-first;0.1;300;10477;0.233601;34.9233
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-lower-bound-first;0.1;300;8643;0.192709;28.81
2;normal;dist_matrix_points_2_300_normal.txt;greedy-non-blind;0.2;300;904;0.0201561;3.01333
2;normal;dist_matrix_points_2_300_normal.txt;blind-quasi-sorted-greedy;0.2;300;44840;0.999777;149.467
2;normal;dist_matrix_points_2_300_normal.txt;blind-quasi-sorted-shaker;0.2;300;43664;0.973556;145.547
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;300;6576;0.146622;21.92
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio;0.2;300;8273;0.184459;27.5767
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-connect-first;0.2;300;8024;0.178907;26.7467
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-lower-bound-first;0.2;300;6457;0.143969;21.5233
2;normal;dist_matrix_points_2_300_normal.txt;greedy-non-blind;0.5;300;565;0.0125975;1.88333
2;normal;dist_matrix_points_2_300_normal.txt;blind-quasi-sorted-greedy;0.5;300;24071;0.5367;80.2367
2;normal;dist_matrix_points_2_300_normal.txt;blind-quasi-sorted-shaker;0.5;300;43664;0.973556;145.547
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;300;4095;0.0913043;13.65
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio;0.5;300;5579;0.124392;18.5967
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-connect-first;0.5;300;5351;0.119309;17.8367
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-lower-bound-first;0.5;300;4166;0.0928874;13.8867
2;normal;dist_matrix_points_2_300_normal.txt;greedy-non-blind;0.01;300;3775;0.0841695;12.5833
2;normal;dist_matrix_points_2_300_normal.txt;blind-quasi-sorted-greedy;0.01;300;44845;0.999889;149.483
2;normal;dist_matrix_points_2_300_normal.txt;blind-quasi-sorted-shaker;0.01;300;44790;0.998662;149.3
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;300;18714;0.417258;62.38
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio;0.01;300;19639;0.437882;65.4633
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-connect-first;0.01;300;19730;0.439911;65.7667
2;normal;dist_matrix_points_2_300_normal.txt;blind-random-bad-ratio-lower-bound-first;0.01;300;18609;0.414916;62.03
2;unif_100;dist_matrix_points_2_300_unif_100.txt;greedy-non-blind;0.1;300;1221;0.0272241;4.07
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-quasi-sorted-greedy;0.1;300;43487;0.96961;144.957
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-quasi-sorted-shaker;0.1;300;44051;0.982185;146.837
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;300;8668;0.193266;28.8933
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio;0.1;300;10279;0.229186;34.2633
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-connect-first;0.1;300;10575;0.235786;35.25
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-lower-bound-first;0.1;300;8581;0.191327;28.6033
2;unif_100;dist_matrix_points_2_300_unif_100.txt;greedy-non-blind;0.2;300;862;0.0192196;2.87333
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-quasi-sorted-greedy;0.2;300;28541;0.636366;95.1367
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-quasi-sorted-shaker;0.2;300;43196;0.963122;143.987
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;300;6079;0.135541;20.2633
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio;0.2;300;8098;0.180557;26.9933
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-connect-first;0.2;300;8143;0.181561;27.1433
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-lower-bound-first;0.2;300;6104;0.136098;20.3467
2;unif_100;dist_matrix_points_2_300_unif_100.txt;greedy-non-blind;0.5;300;545;0.0121516;1.81667
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-quasi-sorted-greedy;0.5;300;7718;0.172085;25.7267
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-quasi-sorted-shaker;0.5;300;14866;0.33146;49.5533
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;300;3969;0.088495;13.23
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio;0.5;300;5684;0.126734;18.9467
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-connect-first;0.5;300;5553;0.123813;18.51
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-lower-bound-first;0.5;300;3927;0.0875585;13.09
2;unif_100;dist_matrix_points_2_300_unif_100.txt;greedy-non-blind;0.01;300;3600;0.0802676;12
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-quasi-sorted-greedy;0.01;300;44850;1;149.5
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-quasi-sorted-shaker;0.01;300;44839;0.999755;149.463
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;300;19341;0.431237;64.47
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio;0.01;300;20495;0.456968;68.3167
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-connect-first;0.01;300;20036;0.446734;66.7867
2;unif_100;dist_matrix_points_2_300_unif_100.txt;blind-random-bad-ratio-lower-bound-first;0.01;300;19053;0.424816;63.51
2;unif;dist_matrix_points_2_300_unif.txt;greedy-non-blind;0.1;300;1220;0.0272018;4.06667
2;unif;dist_matrix_points_2_300_unif.txt;blind-quasi-sorted-greedy;0.1;300;40270;0.897882;134.233
2;unif;dist_matrix_points_2_300_unif.txt;blind-quasi-sorted-shaker;0.1;300;41056;0.915407;136.853
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;300;8485;0.189186;28.2833
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio;0.1;300;10607;0.236499;35.3567
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-connect-first;0.1;300;10518;0.234515;35.06
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-lower-bound-first;0.1;300;8846;0.197235;29.4867
2;unif;dist_matrix_points_2_300_unif.txt;greedy-non-blind;0.2;300;834;0.0185953;2.78
2;unif;dist_matrix_points_2_300_unif.txt;blind-quasi-sorted-greedy;0.2;300;27087;0.603946;90.29
2;unif;dist_matrix_points_2_300_unif.txt;blind-quasi-sorted-shaker;0.2;300;29470;0.657079;98.2333
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;300;6388;0.14243;21.2933
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio;0.2;300;8029;0.179019;26.7633
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-connect-first;0.2;300;7969;0.177681;26.5633
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-lower-bound-first;0.2;300;6126;0.136589;20.42
2;unif;dist_matrix_points_2_300_unif.txt;greedy-non-blind;0.5;300;541;0.0120624;1.80333
2;unif;dist_matrix_points_2_300_unif.txt;blind-quasi-sorted-greedy;0.5;300;6797;0.15155;22.6567
2;unif;dist_matrix_points_2_300_unif.txt;blind-quasi-sorted-shaker;0.5;300;12364;0.275674;41.2133
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;300;3677;0.0819844;12.2567
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio;0.5;300;5228;0.116566;17.4267
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-connect-first;0.5;300;5353;0.119353;17.8433
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-lower-bound-first;0.5;300;3732;0.0832107;12.44
2;unif;dist_matrix_points_2_300_unif.txt;greedy-non-blind;0.01;300;3666;0.0817391;12.22
2;unif;dist_matrix_points_2_300_unif.txt;blind-quasi-sorted-greedy;0.01;300;44850;1;149.5
2;unif;dist_matrix_points_2_300_unif.txt;blind-quasi-sorted-shaker;0.01;300;44784;0.998528;149.28
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;300;19983;0.445552;66.61
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio;0.01;300;21045;0.469231;70.15
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-connect-first;0.01;300;20773;0.463166;69.2433
2;unif;dist_matrix_points_2_300_unif.txt;blind-random-bad-ratio-lower-bound-first;0.01;300;19712;0.439509;65.7067
2;clustered;dist_matrix_points_2_350_clustered.txt;greedy-non-blind;0.1;350;1237;0.0202538;3.53429
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-quasi-sorted-greedy;0.1;350;8979;0.147016;25.6543
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-quasi-sorted-shaker;0.1;350;17674;0.289382;50.4971
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;350;5347;0.0875481;15.2771
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio;0.1;350;6276;0.102759;17.9314
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-connect-first;0.1;350;6195;0.101433;17.7
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.1;350;5220;0.0854687;14.9143
2;clustered;dist_matrix_points_2_350_clustered.txt;greedy-non-blind;0.2;350;884;0.014474;2.52571
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-quasi-sorted-greedy;0.2;350;8573;0.140368;24.4943
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-quasi-sorted-shaker;0.2;350;17236;0.28221;49.2457
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;350;4339;0.0710438;12.3971
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio;0.2;350;5075;0.0830946;14.5
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-connect-first;0.2;350;5073;0.0830618;14.4943
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.2;350;4500;0.0736799;12.8571
2;clustered;dist_matrix_points_2_350_clustered.txt;greedy-non-blind;0.5;350;575;0.00941465;1.64286
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-quasi-sorted-greedy;0.5;350;8231;0.134769;23.5171
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-quasi-sorted-shaker;0.5;350;16754;0.274318;47.8686
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;350;3294;0.0539337;9.41143
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio;0.5;350;4002;0.065526;11.4343
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-connect-first;0.5;350;3942;0.0645436;11.2629
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.5;350;3223;0.0527712;9.20857
2;clustered;dist_matrix_points_2_350_clustered.txt;greedy-non-blind;0.01;350;3011;0.0493;8.60286
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-quasi-sorted-greedy;0.01;350;42424;0.694621;121.211
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-quasi-sorted-shaker;0.01;350;46222;0.756807;132.063
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;350;8667;0.141907;24.7629
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio;0.01;350;11176;0.182988;31.9314
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-connect-first;0.01;350;11058;0.181056;31.5943
2;clustered;dist_matrix_points_2_350_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.01;350;8700;0.142448;24.8571
2;exp;dist_matrix_points_2_350_exp.txt;greedy-non-blind;0.1;350;894;0.0146377;2.55429
2;exp;dist_matrix_points_2_350_exp.txt;blind-quasi-sorted-greedy;0.1;350;58677;0.960737;167.649
2;exp;dist_matrix_points_2_350_exp.txt;blind-quasi-sorted-shaker;0.1;350;61017;0.99905;174.334
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;350;5267;0.0862382;15.0486
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio;0.1;350;6227;0.101957;17.7914
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-connect-first;0.1;350;6056;0.0991568;17.3029
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-lower-bound-first;0.1;350;5182;0.0848465;14.8057
2;exp;dist_matrix_points_2_350_exp.txt;greedy-non-blind;0.2;350;656;0.0107409;1.87429
2;exp;dist_matrix_points_2_350_exp.txt;blind-quasi-sorted-greedy;0.2;350;53052;0.868637;151.577
2;exp;dist_matrix_points_2_350_exp.txt;blind-quasi-sorted-shaker;0.2;350;59923;0.981138;171.209
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;350;3883;0.0635776;11.0943
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio;0.2;350;4688;0.0767581;13.3943
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-connect-first;0.2;350;4682;0.0766598;13.3771
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-lower-bound-first;0.2;350;3892;0.0637249;11.12
2;exp;dist_matrix_points_2_350_exp.txt;greedy-non-blind;0.5;350;466;0.00762996;1.33143
2;exp;dist_matrix_points_2_350_exp.txt;blind-quasi-sorted-greedy;0.5;350;43147;0.706459;123.277
2;exp;dist_matrix_points_2_350_exp.txt;blind-quasi-sorted-shaker;0.5;350;59776;0.978731;170.789
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;350;2631;0.0430782;7.51714
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio;0.5;350;3307;0.0541465;9.44857
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-connect-first;0.5;350;3231;0.0529022;9.23143
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-lower-bound-first;0.5;350;2644;0.043291;7.55429
2;exp;dist_matrix_points_2_350_exp.txt;greedy-non-blind;0.01;350;2750;0.0450266;7.85714
2;exp;dist_matrix_points_2_350_exp.txt;blind-quasi-sorted-greedy;0.01;350;61074;0.999984;174.497
2;exp;dist_matrix_points_2_350_exp.txt;blind-quasi-sorted-shaker;0.01;350;61017;0.99905;174.334
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;350;12104;0.198183;34.5829
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio;0.01;350;13409;0.21955;38.3114
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-connect-first;0.01;350;13275;0.217356;37.9286
2;exp;dist_matrix_points_2_350_exp.txt;blind-random-bad-ratio-lower-bound-first;0.01;350;12205;0.199836;34.8714
2;normal;dist_matrix_points_2_350_normal.txt;greedy-non-blind;0.1;350;1481;0.0242489;4.23143
2;normal;dist_matrix_points_2_350_normal.txt;blind-quasi-sorted-greedy;0.1;350;61055;0.999673;174.443
2;normal;dist_matrix_points_2_350_normal.txt;blind-quasi-sorted-shaker;0.1;350;60095;0.983954;171.7
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;350;10872;0.178011;31.0629
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio;0.1;350;12910;0.211379;36.8857
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio-connect-first;0.1;350;12554;0.205551;35.8686
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio-lower-bound-first;0.1;350;10639;0.174196;30.3971
2;normal;dist_matrix_points_2_350_normal.txt;greedy-non-blind;0.2;350;1043;0.0170774;2.98
2;normal;dist_matrix_points_2_350_normal.txt;blind-quasi-sorted-greedy;0.2;350;61010;0.998936;174.314
2;normal;dist_matrix_points_2_350_normal.txt;blind-quasi-sorted-shaker;0.2;350;59435;0.973148;169.814
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;350;7771;0.127237;22.2029
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio;0.2;350;10034;0.16429;28.6686
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio-connect-first;0.2;350;9731;0.159329;27.8029
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio-lower-bound-first;0.2;350;7603;0.124486;21.7229
2;normal;dist_matrix_points_2_350_normal.txt;greedy-non-blind;0.5;350;644;0.0105444;1.84
2;normal;dist_matrix_points_2_350_normal.txt;blind-quasi-sorted-greedy;0.5;350;49768;0.814867;142.194
2;normal;dist_matrix_points_2_350_normal.txt;blind-quasi-sorted-shaker;0.5;350;59435;0.973148;169.814
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;350;4860;0.0795743;13.8857
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio;0.5;350;6451;0.105624;18.4314
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio-connect-first;0.5;350;6717;0.10998;19.1914
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio-lower-bound-first;0.5;350;4541;0.0743512;12.9743
2;normal;dist_matrix_points_2_350_normal.txt;greedy-non-blind;0.01;350;4539;0.0743185;12.9686
2;normal;dist_matrix_points_2_350_normal.txt;blind-quasi-sorted-greedy;0.01;350;61069;0.999902;174.483
2;normal;dist_matrix_points_2_350_normal.txt;blind-quasi-sorted-shaker;0.01;350;61073;0.999967;174.494
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;350;23813;0.389898;68.0371
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio;0.01;350;24842;0.406746;70.9771
2;normal;dist_matrix_points_2_350_normal.txt;blind-random-bad-ratio-connect-first;0.01;350;24997;0.409284;71.42
