Dim;point_gen_method;input_file;spanner_method;epsilon;Points;Edges;Sparseness;Edges to points ratio
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-quasi-sorted-greedy;0.2;500;12250;0.0981964;24.5
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-quasi-sorted-shaker;0.2;500;24490;0.196313;48.98
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;500;6583;0.0527695;13.166
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio;0.2;500;8221;0.0658998;16.442
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio-connect-first;0.2;500;8117;0.0650661;16.234
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.2;500;6446;0.0516713;12.892
2;clustered;dist_matrix_points_2_500_clustered.txt;greedy-non-blind;0.5;500;834;0.00668537;1.668
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-quasi-sorted-greedy;0.5;500;11146;0.0893467;22.292
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-quasi-sorted-shaker;0.5;500;23376;0.187383;46.752
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;500;4867;0.039014;9.734
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio;0.5;500;6252;0.0501162;12.504
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio-connect-first;0.5;500;6034;0.0483687;12.068
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.5;500;5030;0.0403206;10.06
2;clustered;dist_matrix_points_2_500_clustered.txt;greedy-non-blind;0.01;500;4327;0.0346854;8.654
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-quasi-sorted-greedy;0.01;500;84961;0.68105;169.922
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-quasi-sorted-shaker;0.01;500;86428;0.69281;172.856
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;500;13265;0.106333;26.53
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio;0.01;500;18057;0.144745;36.114
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio-connect-first;0.01;500;18171;0.145659;36.342
2;clustered;dist_matrix_points_2_500_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.01;500;13345;0.106974;26.69
2;exp;dist_matrix_points_2_500_exp.txt;greedy-non-blind;0.1;500;1260;0.0101002;2.52
2;exp;dist_matrix_points_2_500_exp.txt;blind-quasi-sorted-greedy;0.1;500;116954;0.937507;233.908
2;exp;dist_matrix_points_2_500_exp.txt;blind-quasi-sorted-shaker;0.1;500;124706;0.999647;249.412
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;500;8088;0.0648337;16.176
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio;0.1;500;10143;0.0813066;20.286
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-connect-first;0.1;500;10272;0.0823407;20.544
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-lower-bound-first;0.1;500;7961;0.0638156;15.922
2;exp;dist_matrix_points_2_500_exp.txt;greedy-non-blind;0.2;500;937;0.00751102;1.874
2;exp;dist_matrix_points_2_500_exp.txt;blind-quasi-sorted-greedy;0.2;500;113222;0.907591;226.444
2;exp;dist_matrix_points_2_500_exp.txt;blind-quasi-sorted-shaker;0.2;500;124706;0.999647;249.412
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;500;5951;0.0477034;11.902
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio;0.2;500;7734;0.061996;15.468
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-connect-first;0.2;500;7732;0.06198;15.464
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-lower-bound-first;0.2;500;5911;0.0473828;11.822
2;exp;dist_matrix_points_2_500_exp.txt;greedy-non-blind;0.5;500;658;0.00527455;1.316
2;exp;dist_matrix_points_2_500_exp.txt;blind-quasi-sorted-greedy;0.5;500;83280;0.667575;166.56
2;exp;dist_matrix_points_2_500_exp.txt;blind-quasi-sorted-shaker;0.5;500;124706;0.999647;249.412
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;500;4025;0.0322645;8.05
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio;0.5;500;5280;0.0423246;10.56
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-connect-first;0.5;500;5115;0.041002;10.23
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-lower-bound-first;0.5;500;4076;0.0326733;8.152
2;exp;dist_matrix_points_2_500_exp.txt;greedy-non-blind;0.01;500;4062;0.0325611;8.124
2;exp;dist_matrix_points_2_500_exp.txt;blind-quasi-sorted-greedy;0.01;500;124749;0.999992;249.498
2;exp;dist_matrix_points_2_500_exp.txt;blind-quasi-sorted-shaker;0.01;500;124742;0.999936;249.484
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;500;20507;0.164385;41.014
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio;0.01;500;22774;0.182557;45.548
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-connect-first;0.01;500;22537;0.180657;45.074
2;exp;dist_matrix_points_2_500_exp.txt;blind-random-bad-ratio-lower-bound-first;0.01;500;20125;0.161323;40.25
2;normal;dist_matrix_points_2_500_normal.txt;greedy-non-blind;0.1;500;2169;0.0173868;4.338
2;normal;dist_matrix_points_2_500_normal.txt;blind-quasi-sorted-greedy;0.1;500;124731;0.999848;249.462
2;normal;dist_matrix_points_2_500_normal.txt;blind-quasi-sorted-shaker;0.1;500;124701;0.999607;249.402
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;500;17377;0.139295;34.754
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio;0.1;500;21265;0.170461;42.53
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-connect-first;0.1;500;21482;0.1722;42.964
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-lower-bound-first;0.1;500;17259;0.138349;34.518
2;normal;dist_matrix_points_2_500_normal.txt;greedy-non-blind;0.2;500;1522;0.0122004;3.044
2;normal;dist_matrix_points_2_500_normal.txt;blind-quasi-sorted-greedy;0.2;500;124624;0.99899;249.248
2;normal;dist_matrix_points_2_500_normal.txt;blind-quasi-sorted-shaker;0.2;500;124249;0.995984;248.498
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;500;12482;0.100056;24.964
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio;0.2;500;16436;0.131752;32.872
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-connect-first;0.2;500;16275;0.130461;32.55
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-lower-bound-first;0.2;500;11892;0.0953267;23.784
2;normal;dist_matrix_points_2_500_normal.txt;greedy-non-blind;0.5;500;941;0.00754309;1.882
2;normal;dist_matrix_points_2_500_normal.txt;blind-quasi-sorted-greedy;0.5;500;118538;0.950204;237.076
2;normal;dist_matrix_points_2_500_normal.txt;blind-quasi-sorted-shaker;0.5;500;105673;0.847078;211.346
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;500;7189;0.0576273;14.378
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio;0.5;500;10759;0.0862445;21.518
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-connect-first;0.5;500;10907;0.0874309;21.814
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-lower-bound-first;0.5;500;7159;0.0573868;14.318
2;normal;dist_matrix_points_2_500_normal.txt;greedy-non-blind;0.01;500;6661;0.0533948;13.322
2;normal;dist_matrix_points_2_500_normal.txt;blind-quasi-sorted-greedy;0.01;500;124748;0.999984;249.496
2;normal;dist_matrix_points_2_500_normal.txt;blind-quasi-sorted-shaker;0.01;500;124718;0.999743;249.436
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;500;39783;0.318902;79.566
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio;0.01;500;42583;0.341347;85.166
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-connect-first;0.01;500;42531;0.34093;85.062
2;normal;dist_matrix_points_2_500_normal.txt;blind-random-bad-ratio-lower-bound-first;0.01;500;38831;0.311271;77.662
2;unif;dist_matrix_points_2_500_unif.txt;greedy-non-blind;0.1;500;2087;0.0167295;4.174
2;unif;dist_matrix_points_2_500_unif.txt;blind-quasi-sorted-greedy;0.1;500;120395;0.96509;240.79
2;unif;dist_matrix_points_2_500_unif.txt;blind-quasi-sorted-shaker;0.1;500;103942;0.833202;207.884
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;500;16741;0.134196;33.482
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio;0.1;500;21240;0.170261;42.48
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-connect-first;0.1;500;21611;0.173234;43.222
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-lower-bound-first;0.1;500;16678;0.133691;33.356
2;unif;dist_matrix_points_2_500_unif.txt;greedy-non-blind;0.2;500;1433;0.011487;2.866
2;unif;dist_matrix_points_2_500_unif.txt;blind-quasi-sorted-greedy;0.2;500;89832;0.720096;179.664
2;unif;dist_matrix_points_2_500_unif.txt;blind-quasi-sorted-shaker;0.2;500;72070;0.577715;144.14
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;500;11237;0.0900762;22.474
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio;0.2;500;16497;0.13224;32.994
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-connect-first;0.2;500;16301;0.130669;32.602
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-lower-bound-first;0.2;500;11387;0.0912786;22.774
2;unif;dist_matrix_points_2_500_unif.txt;greedy-non-blind;0.5;500;914;0.00732665;1.828
2;unif;dist_matrix_points_2_500_unif.txt;blind-quasi-sorted-greedy;0.5;500;11230;0.09002;22.46
2;unif;dist_matrix_points_2_500_unif.txt;blind-quasi-sorted-shaker;0.5;500;22482;0.180216;44.964
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;500;6665;0.0534269;13.33
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio;0.5;500;10835;0.0868537;21.67
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-connect-first;0.5;500;10962;0.0878717;21.924
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-lower-bound-first;0.5;500;6840;0.0548297;13.68
2;unif;dist_matrix_points_2_500_unif.txt;greedy-non-blind;0.01;500;6492;0.0520401;12.984
2;unif;dist_matrix_points_2_500_unif.txt;blind-quasi-sorted-greedy;0.01;500;124750;1;249.5
2;unif;dist_matrix_points_2_500_unif.txt;blind-quasi-sorted-shaker;0.01;500;124736;0.999888;249.472
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;500;41267;0.330798;82.534
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio;0.01;500;45385;0.363808;90.77
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-connect-first;0.01;500;44597;0.357491;89.194
2;unif;dist_matrix_points_2_500_unif.txt;blind-random-bad-ratio-lower-bound-first;0.01;500;41760;0.334749;83.52
2;clustered;dist_matrix_points_2_50_clustered.txt;greedy-non-blind;0.1;50;116;0.0946939;2.32
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-quasi-sorted-greedy;0.1;50;228;0.186122;4.56
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-quasi-sorted-shaker;0.1;50;466;0.380408;9.32
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;50;276;0.225306;5.52
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio;0.1;50;334;0.272653;6.68
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-connect-first;0.1;50;318;0.259592;6.36
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.1;50;269;0.219592;5.38
2;clustered;dist_matrix_points_2_50_clustered.txt;greedy-non-blind;0.2;50;95;0.077551;1.9
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-quasi-sorted-greedy;0.2;50;221;0.180408;4.42
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-quasi-sorted-shaker;0.2;50;440;0.359184;8.8
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;50;256;0.20898;5.12
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio;0.2;50;303;0.247347;6.06
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-connect-first;0.2;50;288;0.235102;5.76
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.2;50;251;0.204898;5.02
2;clustered;dist_matrix_points_2_50_clustered.txt;greedy-non-blind;0.5;50;65;0.0530612;1.3
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-quasi-sorted-greedy;0.5;50;221;0.180408;4.42
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-quasi-sorted-shaker;0.5;50;432;0.352653;8.64
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;50;219;0.178776;4.38
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio;0.5;50;266;0.217143;5.32
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-connect-first;0.5;50;244;0.199184;4.88
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.5;50;233;0.190204;4.66
2;clustered;dist_matrix_points_2_50_clustered.txt;greedy-non-blind;0.01;50;184;0.150204;3.68
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-quasi-sorted-greedy;0.01;50;561;0.457959;11.22
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-quasi-sorted-shaker;0.01;50;780;0.636735;15.6
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;50;367;0.299592;7.34
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio;0.01;50;451;0.368163;9.02
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-connect-first;0.01;50;416;0.339592;8.32
2;clustered;dist_matrix_points_2_50_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.01;50;371;0.302857;7.42
2;exp;dist_matrix_points_2_50_exp.txt;greedy-non-blind;0.1;50;95;0.077551;1.9
2;exp;dist_matrix_points_2_50_exp.txt;blind-quasi-sorted-greedy;0.1;50;1225;1;24.5
2;exp;dist_matrix_points_2_50_exp.txt;blind-quasi-sorted-shaker;0.1;50;1163;0.949388;23.26
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;50;340;0.277551;6.8
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio;0.1;50;356;0.290612;7.12
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-connect-first;0.1;50;347;0.283265;6.94
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-lower-bound-first;0.1;50;323;0.263673;6.46
2;exp;dist_matrix_points_2_50_exp.txt;greedy-non-blind;0.2;50;75;0.0612245;1.5
2;exp;dist_matrix_points_2_50_exp.txt;blind-quasi-sorted-greedy;0.2;50;1132;0.924082;22.64
2;exp;dist_matrix_points_2_50_exp.txt;blind-quasi-sorted-shaker;0.2;50;1163;0.949388;23.26
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;50;258;0.210612;5.16
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio;0.2;50;313;0.25551;6.26
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-connect-first;0.2;50;271;0.221224;5.42
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-lower-bound-first;0.2;50;271;0.221224;5.42
2;exp;dist_matrix_points_2_50_exp.txt;greedy-non-blind;0.5;50;57;0.0465306;1.14
2;exp;dist_matrix_points_2_50_exp.txt;blind-quasi-sorted-greedy;0.5;50;1085;0.885714;21.7
2;exp;dist_matrix_points_2_50_exp.txt;blind-quasi-sorted-shaker;0.5;50;1146;0.93551;22.92
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;50;199;0.162449;3.98
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio;0.5;50;247;0.201633;4.94
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-connect-first;0.5;50;210;0.171429;4.2
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-lower-bound-first;0.5;50;217;0.177143;4.34
2;exp;dist_matrix_points_2_50_exp.txt;greedy-non-blind;0.01;50;203;0.165714;4.06
2;exp;dist_matrix_points_2_50_exp.txt;blind-quasi-sorted-greedy;0.01;50;1225;1;24.5
2;exp;dist_matrix_points_2_50_exp.txt;blind-quasi-sorted-shaker;0.01;50;1222;0.997551;24.44
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;50;463;0.377959;9.26
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio;0.01;50;520;0.42449;10.4
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-connect-first;0.01;50;555;0.453061;11.1
2;exp;dist_matrix_points_2_50_exp.txt;blind-random-bad-ratio-lower-bound-first;0.01;50;486;0.396735;9.72
2;normal;dist_matrix_points_2_50_normal.txt;greedy-non-blind;0.1;50;184;0.150204;3.68
2;normal;dist_matrix_points_2_50_normal.txt;blind-quasi-sorted-greedy;0.1;50;1220;0.995918;24.4
2;normal;dist_matrix_points_2_50_normal.txt;blind-quasi-sorted-shaker;0.1;50;1221;0.996735;24.42
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;50;668;0.545306;13.36
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio;0.1;50;708;0.577959;14.16
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-connect-first;0.1;50;698;0.569796;13.96
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-lower-bound-first;0.1;50;692;0.564898;13.84
2;normal;dist_matrix_points_2_50_normal.txt;greedy-non-blind;0.2;50;127;0.103673;2.54
2;normal;dist_matrix_points_2_50_normal.txt;blind-quasi-sorted-greedy;0.2;50;1217;0.993469;24.34
2;normal;dist_matrix_points_2_50_normal.txt;blind-quasi-sorted-shaker;0.2;50;1221;0.996735;24.42
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;50;556;0.453878;11.12
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio;0.2;50;594;0.484898;11.88
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-connect-first;0.2;50;581;0.474286;11.62
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-lower-bound-first;0.2;50;568;0.463673;11.36
2;normal;dist_matrix_points_2_50_normal.txt;greedy-non-blind;0.5;50;87;0.0710204;1.74
2;normal;dist_matrix_points_2_50_normal.txt;blind-quasi-sorted-greedy;0.5;50;1080;0.881633;21.6
2;normal;dist_matrix_points_2_50_normal.txt;blind-quasi-sorted-shaker;0.5;50;811;0.662041;16.22
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;50;376;0.306939;7.52
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio;0.5;50;454;0.370612;9.08
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-connect-first;0.5;50;439;0.358367;8.78
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-lower-bound-first;0.5;50;467;0.381224;9.34
2;normal;dist_matrix_points_2_50_normal.txt;greedy-non-blind;0.01;50;425;0.346939;8.5
2;normal;dist_matrix_points_2_50_normal.txt;blind-quasi-sorted-greedy;0.01;50;1225;1;24.5
2;normal;dist_matrix_points_2_50_normal.txt;blind-quasi-sorted-shaker;0.01;50;1222;0.997551;24.44
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;50;1036;0.845714;20.72
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio;0.01;50;1012;0.826122;20.24
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-connect-first;0.01;50;1014;0.827755;20.28
2;normal;dist_matrix_points_2_50_normal.txt;blind-random-bad-ratio-lower-bound-first;0.01;50;999;0.81551;19.98
2;unif;dist_matrix_points_2_50_unif.txt;greedy-non-blind;0.1;50;168;0.137143;3.36
2;unif;dist_matrix_points_2_50_unif.txt;blind-quasi-sorted-greedy;0.1;50;1225;1;24.5
2;unif;dist_matrix_points_2_50_unif.txt;blind-quasi-sorted-shaker;0.1;50;1220;0.995918;24.4
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;50;699;0.570612;13.98
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio;0.1;50;710;0.579592;14.2
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-connect-first;0.1;50;697;0.56898;13.94
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-lower-bound-first;0.1;50;704;0.574694;14.08
2;unif;dist_matrix_points_2_50_unif.txt;greedy-non-blind;0.2;50;124;0.101224;2.48
2;unif;dist_matrix_points_2_50_unif.txt;blind-quasi-sorted-greedy;0.2;50;1221;0.996735;24.42
2;unif;dist_matrix_points_2_50_unif.txt;blind-quasi-sorted-shaker;0.2;50;1220;0.995918;24.4
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;50;516;0.421224;10.32
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio;0.2;50;597;0.487347;11.94
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-connect-first;0.2;50;585;0.477551;11.7
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-lower-bound-first;0.2;50;534;0.435918;10.68
2;unif;dist_matrix_points_2_50_unif.txt;greedy-non-blind;0.5;50;77;0.0628571;1.54
2;unif;dist_matrix_points_2_50_unif.txt;blind-quasi-sorted-greedy;0.5;50;791;0.645714;15.82
2;unif;dist_matrix_points_2_50_unif.txt;blind-quasi-sorted-shaker;0.5;50;895;0.730612;17.9
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;50;373;0.30449;7.46
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio;0.5;50;444;0.362449;8.88
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-connect-first;0.5;50;434;0.354286;8.68
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-lower-bound-first;0.5;50;357;0.291429;7.14
2;unif;dist_matrix_points_2_50_unif.txt;greedy-non-blind;0.01;50;432;0.352653;8.64
2;unif;dist_matrix_points_2_50_unif.txt;blind-quasi-sorted-greedy;0.01;50;1225;1;24.5
2;unif;dist_matrix_points_2_50_unif.txt;blind-quasi-sorted-shaker;0.01;50;1224;0.999184;24.48
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;50;1065;0.869388;21.3
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio;0.01;50;1056;0.862041;21.12
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-connect-first;0.01;50;1068;0.871837;21.36
2;unif;dist_matrix_points_2_50_unif.txt;blind-random-bad-ratio-lower-bound-first;0.01;50;1051;0.857959;21.02
2;clustered;dist_matrix_points_2_550_clustered.txt;greedy-non-blind;0.1;550;1950;0.012916;3.54545
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-quasi-sorted-greedy;0.1;550;14270;0.094519;25.9455
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-quasi-sorted-shaker;0.1;550;30934;0.204895;56.2436
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;550;8702;0.0576387;15.8218
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio;0.1;550;10742;0.0711509;19.5309
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio-connect-first;0.1;550;10653;0.0705614;19.3691
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.1;550;8618;0.0570823;15.6691
2;clustered;dist_matrix_points_2_550_clustered.txt;greedy-non-blind;0.2;550;1398;0.00925981;2.54182
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-quasi-sorted-greedy;0.2;550;13469;0.0892134;24.4891
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-quasi-sorted-shaker;0.2;550;26940;0.17844;48.9818
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;550;7360;0.0487498;13.3818
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio;0.2;550;9183;0.0608246;16.6964
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio-connect-first;0.2;550;8958;0.0593343;16.2873
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.2;550;7189;0.0476172;13.0709
2;clustered;dist_matrix_points_2_550_clustered.txt;greedy-non-blind;0.5;550;908;0.00601424;1.65091
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-quasi-sorted-greedy;0.5;550;12547;0.0831065;22.8127
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-quasi-sorted-shaker;0.5;550;25133;0.166471;45.6964
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;550;5480;0.0362974;9.96364
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio;0.5;550;6897;0.0456831;12.54
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio-connect-first;0.5;550;6996;0.0463388;12.72
2;clustered;dist_matrix_points_2_550_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.5;550;5455;0.0361318;9.91818
