spanner_method;dim;n_points;epsilon;point_method;n_edges;sparseness
blind_greedy;5;50;0.2;get_exponential_points;723;0.590204081632653
blind_greedy;5;50;0.5;get_points;1225;1.0
blind_greedy;5;50;0.5;get_uniform_points;1225;1.0
blind_greedy;5;50;0.5;get_exponential_points;500;0.40816326530612246
blind_greedy;5;50;2.0;get_points;1061;0.8661224489795918
blind_greedy;5;50;2.0;get_uniform_points;1079;0.8808163265306123
blind_greedy;5;50;2.0;get_exponential_points;408;0.3330612244897959
blind_greedy;5;100;0.01;get_points;4950;1.0
blind_greedy;5;100;0.01;get_uniform_points;4950;1.0
blind_greedy;5;100;0.01;get_exponential_points;4285;0.8656565656565657
blind_greedy;5;100;0.1;get_points;4950;1.0
blind_greedy;5;100;0.1;get_uniform_points;4950;1.0
blind_greedy;5;100;0.1;get_exponential_points;3010;0.6080808080808081
blind_greedy;5;100;0.2;get_points;4950;1.0
blind_greedy;5;100;0.2;get_uniform_points;4950;1.0
blind_greedy;5;100;0.2;get_exponential_points;2660;0.5373737373737374
blind_greedy;5;100;0.5;get_points;4900;0.98989898989899
blind_greedy;5;100;0.5;get_uniform_points;4934;0.9967676767676767
blind_greedy;5;100;0.5;get_exponential_points;1432;0.28929292929292927
blind_greedy;5;100;2.0;get_points;3025;0.6111111111111112
blind_greedy;5;100;2.0;get_uniform_points;3189;0.6442424242424243
blind_greedy;5;100;2.0;get_exponential_points;913;0.18444444444444444
blind_greedy;4;400;2.0;get_points;12018;0.1506015037593985
blind_greedy;5;200;0.01;get_points;19900;1.0
blind_greedy;4;400;2.0;get_uniform_points;11459;0.14359649122807017
blind_greedy;5;200;0.01;get_uniform_points;19900;1.0
blind_greedy;5;200;0.01;get_exponential_points;16159;0.8120100502512563
blind_greedy;4;400;0.01;get_exponential_points;49608;0.6216541353383459
blind_greedy;5;200;0.1;get_points;19900;1.0
blind_greedy;5;200;0.1;get_exponential_points;10480;0.5266331658291458
blind_greedy;5;200;0.1;get_uniform_points;19900;1.0
blind_greedy;5;200;0.2;get_exponential_points;7913;0.3976381909547739
blind_greedy;5;200;0.2;get_points;19898;0.9998994974874372
blind_greedy;5;200;0.2;get_uniform_points;19900;1.0
blind_greedy;4;400;0.5;get_points;35563;0.4456516290726817
blind_greedy;5;200;0.5;get_exponential_points;4484;0.22532663316582915
blind_greedy;5;200;0.5;get_points;18484;0.9288442211055277
blind_greedy;5;200;2.0;get_exponential_points;2288;0.1149748743718593
blind_greedy;5;200;2.0;get_points;7532;0.3784924623115578
blind_greedy;4;400;0.01;get_uniform_points;79800;1.0
blind_greedy;5;200;2.0;get_uniform_points;8130;0.4085427135678392
blind_greedy;4;400;0.2;get_points;69712;0.8735839598997494
blind_greedy;4;400;0.01;get_points;79800;1.0
blind_greedy;5;200;0.5;get_uniform_points;19307;0.9702010050251256
blind_greedy;4;400;0.1;get_uniform_points;79535;0.9966791979949875
blind_greedy;4;400;0.1;get_points;78850;0.9880952380952381
blind_greedy;4;400;0.2;get_uniform_points;73863;0.9256015037593985
blind_greedy;4;400;0.5;get_uniform_points;39565;0.49580200501253135
blind_greedy;5;400;0.5;get_exponential_points;11211;0.14048872180451127
blind_greedy;5;400;0.2;get_exponential_points;23298;0.29195488721804513
blind_greedy;5;400;0.1;get_exponential_points;33377;0.4182581453634085
blind_greedy;5;400;2.0;get_points;18567;0.23266917293233083
blind_greedy;5;400;2.0;get_exponential_points;5354;0.06709273182957394
