Dimension;Epsilon;Npoints;point_gen_method;query_method;MinFraction;MaxFraction;AvgFraction;MinNumberOfDistances;MaxNumberOfDistances;AvgNumberOfDistances
4;0.001;1000;exp;query_1;0.013;0.03;0.022;13;30;22.0
20;0.001;500;unif;query_1;0.338;0.66;0.5306;169;330;265.3
4;0.01;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
4;0.01;1000;unif;query_1;0.002;0.005;0.0027;2;5;2.7
4;0.01;1000;normal;query_2;0.005;0.024;0.0106;5;24;10.6
4;0.001;1000;normal;query_2;0.034;0.055;0.04379999999999999;34;55;43.8
4;0.1;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
4;0.01;1000;exp;query_1;0.011;0.025;0.0182;11;25;18.2
4;0.001;1000;unif;query_2;0.035;0.065;0.0481;35;65;48.1
4;0.01;1000;exp;query_2;0.009;0.022;0.013600000000000001;9;22;13.6
4;0.1;1000;normal;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
4;0.1;1000;unif;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
4;0.1;1000;unif;query_2;0.002;0.006;0.0024999999999999996;2;6;2.5
4;0.1;1000;exp;query_1;0.01;0.022;0.0158;10;22;15.8
4;0.5;1000;normal;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
4;0.5;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
4;0.01;1000;unif;query_2;0.007;0.038;0.022899999999999997;7;38;22.9
4;0.1;1000;exp;query_2;0.008;0.016;0.0115;8;16;11.5
4;0.5;1000;unif;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
4;0.5;1000;unif;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
4;0.5;1000;exp;query_1;0.006;0.011;0.0091;6;11;9.1
4;0.5;1000;exp;query_2;0.003;0.011;0.008299999999999998;3;11;8.3
5;0.001;1000;exp;query_2;0.006;0.014;0.009999999999999998;6;14;10.0
5;0.001;1000;exp;query_1;0.017;0.02;0.0179;17;20;17.9
5;0.001;1000;normal;query_1;0.008;0.024;0.015700000000000002;8;24;15.7
5;0.01;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
5;0.01;1000;unif;query_1;0.002;0.004;0.0024000000000000002;2;4;2.4
5;0.01;1000;normal;query_2;0.005;0.023;0.0131;5;23;13.1
20;0.001;500;normal;query_2;0.314;0.874;0.6587999999999999;157;437;329.4
5;0.01;1000;exp;query_1;0.01;0.022;0.016800000000000002;10;22;16.8
5;0.01;1000;exp;query_2;0.007;0.018;0.010499999999999999;7;18;10.5
5;0.1;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
5;0.001;1000;unif;query_1;0.027;0.058;0.0402;27;58;40.2
5;0.1;1000;normal;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
5;0.1;1000;unif;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
5;0.1;1000;unif;query_2;0.002;0.003;0.0021000000000000003;2;3;2.1
5;0.5;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
5;0.5;1000;unif;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
5;0.01;1000;unif;query_2;0.011;0.036;0.022700000000000005;11;36;22.7
5;0.5;1000;normal;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
5;0.001;1000;normal;query_2;0.027;0.077;0.0507;27;77;50.7
5;0.5;1000;unif;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
5;0.1;1000;exp;query_2;0.005;0.014;0.011199999999999998;5;14;11.2
5;0.1;1000;exp;query_1;0.01;0.023;0.0174;10;23;17.4
5;0.5;1000;exp;query_1;0.006;0.015;0.0104;6;15;10.4
5;0.5;1000;exp;query_2;0.005;0.014;0.009899999999999999;5;14;9.9
10;0.001;1000;exp;query_2;0.007;0.022;0.012499999999999999;7;22;12.5
5;0.001;1000;unif;query_2;0.02;0.097;0.0637;20;97;63.7
10;0.001;1000;exp;query_1;0.009;0.02;0.0128;9;20;12.8
10;0.01;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
10;0.01;1000;unif;query_1;0.002;0.003;0.0021999999999999997;2;3;2.2
10;0.001;1000;normal;query_1;0.015;0.071;0.0353;15;71;35.3
10;0.01;1000;exp;query_1;0.007;0.019;0.013300000000000001;7;19;13.3
10;0.01;1000;normal;query_2;0.004;0.05;0.0201;4;50;20.1
10;0.01;1000;exp;query_2;0.005;0.018;0.011099999999999999;5;18;11.1
10;0.1;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
10;0.1;1000;normal;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
10;0.1;1000;unif;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
10;0.1;1000;unif;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
10;0.5;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
10;0.1;1000;exp;query_1;0.007;0.02;0.014000000000000002;7;20;14.0
10;0.1;1000;exp;query_2;0.008;0.025;0.0124;8;25;12.4
10;0.5;1000;normal;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
10;0.5;1000;unif;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
10;0.5;1000;unif;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
10;0.5;1000;exp;query_1;0.003;0.012;0.0082;3;12;8.2
10;0.5;1000;exp;query_2;0.005;0.015;0.0109;5;15;10.9
20;0.001;500;unif;query_2;0.684;0.894;0.8186;342;447;409.3
10;0.01;1000;unif;query_2;0.047;0.121;0.0748;47;121;74.8
20;0.001;1000;exp;query_1;0.007;0.022;0.0125;7;22;12.5
20;0.001;1000;exp;query_2;0.006;0.028;0.016000000000000004;6;28;16.0
20;0.01;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
10;0.001;1000;unif;query_1;0.08;0.192;0.12530000000000002;80;192;125.3
20;0.01;1000;unif;query_1;0.002;0.003;0.0021000000000000003;2;3;2.1
20;0.01;1000;normal;query_2;0.005;0.047;0.0187;5;47;18.7
20;0.001;1000;normal;query_1;0.054;0.201;0.0988;54;201;98.8
10;0.001;1000;normal;query_2;0.073;0.279;0.152;73;279;152.0
20;0.1;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
20;0.1;1000;normal;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
20;0.01;1000;exp;query_2;0.008;0.025;0.0157;8;25;15.7
20;0.1;1000;unif;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
20;0.1;1000;unif;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
20;0.01;1000;exp;query_1;0.007;0.026;0.0182;7;26;18.2
20;0.5;1000;normal;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
20;0.1;1000;exp;query_2;0.005;0.023;0.013000000000000001;5;23;13.0
20;0.5;1000;normal;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
20;0.1;1000;exp;query_1;0.009;0.021;0.0132;9;21;13.2
20;0.5;1000;unif;query_1;0.002;0.002;0.0020000000000000005;2;2;2.0
20;0.5;1000;unif;query_2;0.002;0.002;0.0020000000000000005;2;2;2.0
20;0.5;1000;exp;query_1;0.003;0.013;0.010699999999999998;3;13;10.7
20;0.5;1000;exp;query_2;0.006;0.019;0.0117;6;19;11.7
10;0.001;1000;unif;query_2;0.195;0.28;0.22969999999999996;195;280;229.7
2;0.001;5000;normal;query_1;0.0008;0.0026;0.0016;4;13;8.0
2;0.001;5000;unif;query_1;0.0012;0.0048;0.00234;6;24;11.7
2;0.001;5000;exp;query_1;0.003;0.0074;0.0051;15;37;25.5
2;0.001;5000;normal;query_2;0.0024;0.0068;0.00432;12;34;21.6
2;0.001;5000;unif;query_2;0.0022;0.0052;0.0037600000000000008;11;26;18.8
2;0.01;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
2;0.001;5000;exp;query_2;0.0014;0.0066;0.00396;7;33;19.8
2;0.01;5000;normal;query_2;0.0008;0.0042;0.00228;4;21;11.4
2;0.01;5000;unif;query_1;0.0004;0.0008;0.00056;2;4;2.8
2;0.01;5000;exp;query_1;0.0018;0.0064;0.0043;9;32;21.5
2;0.1;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
2;0.01;5000;unif;query_2;0.0006;0.0034;0.00156;3;17;7.8
2;0.01;5000;exp;query_2;0.0018;0.0056;0.004280000000000001;9;28;21.4
2;0.1;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
2;0.1;5000;normal;query_2;0.0004;0.001;0.00054;2;5;2.7
2;0.1;5000;unif;query_2;0.0004;0.0008;0.0005200000000000001;2;4;2.6
2;0.1;5000;exp;query_1;0.0014;0.0048;0.0024800000000000004;7;24;12.4
2;0.5;5000;normal;query_2;0.0004;0.0004;0.0004;2;2;2.0
2;0.5;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
2;0.1;5000;exp;query_2;0.0008;0.0028;0.0020800000000000003;4;14;10.4
2;0.5;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
2;0.5;5000;unif;query_2;0.0004;0.0004;0.0004;2;2;2.0
2;0.5;5000;exp;query_1;0.0006;0.0024;0.0013599999999999999;3;12;6.8
2;0.5;5000;exp;query_2;0.0008;0.002;0.0014399999999999999;4;10;7.2
20;0.01;1000;unif;query_2;0.182;0.395;0.29480000000000006;182;395;294.8
3;0.001;5000;normal;query_1;0.0016;0.0046;0.003;8;23;15.0
20;0.001;1000;unif;query_1;0.288;0.489;0.36639999999999995;288;489;366.4
3;0.001;5000;exp;query_1;0.0024;0.011;0.0064399999999999995;12;55;32.2
3;0.01;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
3;0.001;5000;exp;query_2;0.0028;0.008;0.00554;14;40;27.7
3;0.01;5000;normal;query_2;0.0008;0.005;0.0020599999999999998;4;25;10.3
3;0.01;5000;unif;query_1;0.0004;0.0022;0.00086;2;11;4.3
3;0.001;5000;unif;query_1;0.0028;0.01;0.00572;14;50;28.6
3;0.001;5000;normal;query_2;0.0036;0.0102;0.007000000000000001;18;51;35.0
3;0.1;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
3;0.01;5000;exp;query_2;0.0028;0.007;0.004880000000000001;14;35;24.4
3;0.01;5000;unif;query_2;0.0008;0.0034;0.00212;4;17;10.6
3;0.1;5000;normal;query_2;0.0004;0.0004;0.0004;2;2;2.0
3;0.001;5000;unif;query_2;0.0054;0.0188;0.009380000000000001;27;94;46.9
3;0.01;5000;exp;query_1;0.003;0.0084;0.006019999999999999;15;42;30.1
3;0.1;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
3;0.1;5000;unif;query_2;0.0004;0.0004;0.0004;2;2;2.0
3;0.5;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
3;0.5;5000;normal;query_2;0.0004;0.0004;0.0004;2;2;2.0
3;0.5;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
3;0.1;5000;exp;query_2;0.002;0.0058;0.0034399999999999995;10;29;17.2
3;0.1;5000;exp;query_1;0.0014;0.0044;0.00296;7;22;14.8
3;0.5;5000;unif;query_2;0.0004;0.0004;0.0004;2;2;2.0
3;0.5;5000;exp;query_1;0.001;0.0028;0.00166;5;14;8.3
3;0.5;5000;exp;query_2;0.001;0.0034;0.0021200000000000004;5;17;10.6
4;0.001;5000;normal;query_1;0.0018;0.0064;0.0035800000000000007;9;32;17.9
4;0.001;5000;exp;query_1;0.0038;0.0082;0.006019999999999999;19;41;30.1
4;0.01;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
4;0.001;5000;exp;query_2;0.0026;0.0078;0.0052;13;39;26.0
4;0.01;5000;normal;query_2;0.0006;0.0038;0.00198;3;19;9.9
4;0.01;5000;unif;query_1;0.0004;0.001;0.00056;2;5;2.8
4;0.01;5000;exp;query_2;0.0044;0.0072;0.00556;22;36;27.8
4;0.001;5000;unif;query_1;0.003;0.0108;0.006379999999999999;15;54;31.9
4;0.01;5000;exp;query_1;0.0036;0.0112;0.0064199999999999995;18;56;32.1
4;0.1;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
4;0.1;5000;normal;query_2;0.0004;0.0004;0.0004;2;2;2.0
4;0.1;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
4;0.01;5000;unif;query_2;0.0014;0.0064;0.004059999999999999;7;32;20.3
4;0.1;5000;unif;query_2;0.0004;0.0006;0.00044;2;3;2.2
4;0.001;5000;normal;query_2;0.0072;0.0174;0.013059999999999999;36;87;65.3
4;0.5;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
4;0.5;5000;normal;query_2;0.0004;0.0004;0.0004;2;2;2.0
4;0.001;5000;unif;query_2;0.0044;0.0284;0.01476;22;142;73.8
4;0.1;5000;exp;query_1;0.0018;0.006;0.0043;9;30;21.5
4;0.5;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
4;0.1;5000;exp;query_2;0.0026;0.0046;0.0034999999999999996;13;23;17.5
4;0.5;5000;unif;query_2;0.0004;0.0004;0.0004;2;2;2.0
20;0.001;1000;normal;query_2;0.421;0.683;0.5505000000000001;421;683;550.5
4;0.5;5000;exp;query_1;0.0012;0.003;0.0023399999999999996;6;15;11.7
4;0.5;5000;exp;query_2;0.0008;0.0032;0.00232;4;16;11.6
5;0.001;5000;exp;query_2;0.0024;0.0048;0.00318;12;24;15.9
5;0.01;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
5;0.001;5000;exp;query_1;0.004;0.0088;0.00636;20;44;31.8
5;0.01;5000;unif;query_1;0.0004;0.001;0.00052;2;5;2.6
5;0.001;5000;normal;query_1;0.0028;0.0086;0.00582;14;43;29.1
5;0.01;5000;normal;query_2;0.0008;0.0092;0.00358;4;46;17.9
5;0.1;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
5;0.01;5000;exp;query_1;0.0036;0.0084;0.00618;18;42;30.9
5;0.01;5000;exp;query_2;0.002;0.006;0.00378;10;30;18.9
5;0.1;5000;normal;query_2;0.0004;0.0008;0.00044;2;4;2.2
5;0.1;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
5;0.1;5000;unif;query_2;0.0004;0.0006;0.00042000000000000007;2;3;2.1
5;0.5;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
5;0.01;5000;unif;query_2;0.0016;0.012;0.00654;8;60;32.7
5;0.001;5000;unif;query_1;0.0058;0.0172;0.010199999999999999;29;86;51.0
5;0.1;5000;exp;query_1;0.002;0.0066;0.004659999999999999;10;33;23.3
5;0.5;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
5;0.5;5000;normal;query_2;0.0004;0.0004;0.0004;2;2;2.0
5;0.5;5000;unif;query_2;0.0004;0.0004;0.0004;2;2;2.0
5;0.1;5000;exp;query_2;0.0026;0.0056;0.00404;13;28;20.2
5;0.001;5000;normal;query_2;0.003;0.0254;0.01366;15;127;68.3
20;0.001;1000;unif;query_2;0.556;0.831;0.6942;556;831;694.2
5;0.5;5000;exp;query_1;0.0014;0.0048;0.00326;7;24;16.3
5;0.5;5000;exp;query_2;0.0014;0.0042;0.00264;7;21;13.2
10;0.01;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
10;0.001;5000;exp;query_2;0.0026;0.0044;0.0034200000000000003;13;22;17.1
10;0.001;5000;exp;query_1;0.0016;0.0044;0.0032;8;22;16.0
10;0.01;5000;unif;query_1;0.0004;0.001;0.00058;2;5;2.9
5;0.001;5000;unif;query_2;0.0094;0.028;0.01842;47;140;92.1
10;0.01;5000;normal;query_2;0.0006;0.0114;0.00414;3;57;20.7
10;0.01;5000;exp;query_1;0.002;0.0046;0.00312;10;23;15.6
10;0.01;5000;exp;query_2;0.0012;0.0056;0.0026;6;28;13.0
10;0.1;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
10;0.1;5000;normal;query_2;0.0004;0.0004;0.0004;2;2;2.0
10;0.1;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
10;0.001;5000;normal;query_1;0.0054;0.0148;0.009899999999999999;27;74;49.5
10;0.1;5000;unif;query_2;0.0004;0.0004;0.0004;2;2;2.0
10;0.5;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
10;0.5;5000;normal;query_2;0.0004;0.0004;0.0004;2;2;2.0
10;0.1;5000;exp;query_1;0.0018;0.0044;0.0032;9;22;16.0
10;0.5;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
10;0.1;5000;exp;query_2;0.0012;0.0056;0.00304;6;28;15.2
10;0.5;5000;unif;query_2;0.0004;0.0004;0.0004;2;2;2.0
10;0.5;5000;exp;query_1;0.0006;0.003;0.00178;3;15;8.9
10;0.5;5000;exp;query_2;0.001;0.0036;0.0023;5;18;11.5
10;0.01;5000;unif;query_2;0.0122;0.0356;0.024619999999999996;61;178;123.1
20;0.001;5000;exp;query_1;0.002;0.0064;0.004;10;32;20.0
10;0.001;5000;unif;query_1;0.0134;0.061;0.03748;67;305;187.4
20;0.01;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
20;0.001;5000;exp;query_2;0.0014;0.0056;0.0034000000000000002;7;28;17.0
20;0.001;5000;normal;query_1;0.0168;0.062;0.0301;84;310;150.5
20;0.01;5000;unif;query_1;0.0004;0.0012;0.00052;2;6;2.6
20;0.01;5000;exp;query_1;0.001;0.0058;0.00326;5;29;16.3
20;0.01;5000;normal;query_2;0.0026;0.0302;0.0097;13;151;48.5
10;0.001;5000;normal;query_2;0.0334;0.086;0.05612;167;430;280.6
20;0.1;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
20;0.1;5000;normal;query_2;0.0004;0.0004;0.0004;2;2;2.0
20;0.1;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
20;0.1;5000;unif;query_2;0.0004;0.0004;0.0004;2;2;2.0
20;0.01;5000;exp;query_2;0.0018;0.0048;0.0036199999999999995;9;24;18.1
20;0.5;5000;normal;query_1;0.0004;0.0004;0.0004;2;2;2.0
20;0.1;5000;exp;query_2;0.0014;0.0044;0.00294;7;22;14.7
20;0.5;5000;normal;query_2;0.0004;0.0004;0.0004;2;2;2.0
20;0.5;5000;unif;query_1;0.0004;0.0004;0.0004;2;2;2.0
20;0.1;5000;exp;query_1;0.0022;0.0054;0.004059999999999999;11;27;20.3
20;0.5;5000;unif;query_2;0.0004;0.0004;0.0004;2;2;2.0
20;0.5;5000;exp;query_1;0.0008;0.0036;0.00244;4;18;12.2
20;0.5;5000;exp;query_2;0.0012;0.0034;0.00252;6;17;12.6
2;0.001;10000;normal;query_1;0.0007;0.0019;0.00106;7;19;10.6
2;0.001;10000;unif;query_1;0.0006;0.0026;0.0010999999999999998;6;26;11.0
2;0.001;10000;normal;query_2;0.0015;0.0036;0.00242;15;36;24.2
2;0.001;10000;exp;query_1;0.0013;0.0051;0.0023399999999999996;13;51;23.4
2;0.001;10000;unif;query_2;0.0011;0.0041;0.00218;11;41;21.8
2;0.01;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
2;0.001;10000;exp;query_2;0.001;0.0037;0.00228;10;37;22.8
10;0.001;5000;unif;query_2;0.0474;0.1072;0.08020000000000001;237;536;401.0
2;0.01;10000;unif;query_1;0.0002;0.0003;0.00023;2;3;2.3
2;0.01;10000;normal;query_2;0.0005;0.0026;0.0009699999999999998;5;26;9.7
2;0.01;10000;exp;query_1;0.0009;0.003;0.0019099999999999998;9;30;19.1
2;0.1;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
2;0.01;10000;unif;query_2;0.0003;0.0014;0.0009599999999999999;3;14;9.6
2;0.1;10000;normal;query_2;0.0002;0.0005;0.00025000000000000006;2;5;2.5
2;0.01;10000;exp;query_2;0.0014;0.0027;0.0019599999999999995;14;27;19.6
2;0.1;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
2;0.1;10000;unif;query_2;0.0002;0.0004;0.00024000000000000003;2;4;2.4
2;0.5;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
2;0.1;10000;exp;query_2;0.0005;0.0017;0.00098;5;17;9.8
2;0.5;10000;normal;query_2;0.0002;0.0002;0.0002;2;2;2.0
2;0.1;10000;exp;query_1;0.0003;0.0018;0.00116;3;18;11.6
2;0.5;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
2;0.5;10000;unif;query_2;0.0002;0.0002;0.0002;2;2;2.0
2;0.5;10000;exp;query_2;0.0002;0.0013;0.0006199999999999999;2;13;6.2
2;0.5;10000;exp;query_1;0.0005;0.0013;0.00086;5;13;8.6
3;0.001;10000;normal;query_1;0.0007;0.0029;0.0017199999999999997;7;29;17.2
3;0.001;10000;unif;query_1;0.0009;0.0027;0.0018599999999999999;9;27;18.6
3;0.001;10000;normal;query_2;0.003;0.0052;0.00402;30;52;40.2
3;0.001;10000;exp;query_1;0.0021;0.0064;0.00433;21;64;43.3
3;0.01;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
3;0.001;10000;exp;query_2;0.002;0.004;0.00304;20;40;30.4
3;0.01;10000;normal;query_2;0.0003;0.0023;0.00105;3;23;10.5
3;0.001;10000;unif;query_2;0.0024;0.0094;0.00492;24;94;49.2
3;0.01;10000;unif;query_1;0.0002;0.0009;0.00034;2;9;3.4
3;0.1;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
3;0.01;10000;exp;query_1;0.0021;0.0062;0.00327;21;62;32.7
3;0.01;10000;exp;query_2;0.0015;0.0044;0.00289;15;44;28.9
3;0.1;10000;normal;query_2;0.0002;0.0003;0.00021000000000000004;2;3;2.1
3;0.01;10000;unif;query_2;0.0006;0.0029;0.0016;6;29;16.0
3;0.1;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
3;0.1;10000;unif;query_2;0.0002;0.0004;0.00023000000000000003;2;4;2.3
3;0.5;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
3;0.1;10000;exp;query_1;0.0015;0.0032;0.00216;15;32;21.6
3;0.1;10000;exp;query_2;0.0011;0.0031;0.00197;11;31;19.7
3;0.5;10000;normal;query_2;0.0002;0.0002;0.0002;2;2;2.0
3;0.5;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
3;0.5;10000;unif;query_2;0.0002;0.0002;0.0002;2;2;2.0
3;0.5;10000;exp;query_2;0.0005;0.0014;0.00106;5;14;10.6
3;0.5;10000;exp;query_1;0.0006;0.0014;0.0010899999999999998;6;14;10.9
4;0.001;10000;normal;query_1;0.0013;0.0041;0.0022699999999999994;13;41;22.7
4;0.001;10000;exp;query_1;0.0014;0.0054;0.0036999999999999997;14;54;37.0
4;0.001;10000;exp;query_2;0.0012;0.0033;0.0023100000000000004;12;33;23.1
4;0.001;10000;unif;query_1;0.001;0.0091;0.0036200000000000004;10;91;36.2
4;0.01;10000;normal;query_1;0.0002;0.0003;0.00021000000000000004;2;3;2.1
4;0.01;10000;unif;query_1;0.0002;0.0006;0.00029;2;6;2.9
4;0.01;10000;normal;query_2;0.0003;0.0034;0.0017599999999999998;3;34;17.6
4;0.001;10000;normal;query_2;0.0052;0.0089;0.007050000000000001;52;89;70.5
4;0.001;10000;unif;query_2;0.0043;0.0116;0.00788;43;116;78.8
4;0.01;10000;exp;query_1;0.0015;0.0054;0.0035900000000000003;15;54;35.9
4;0.1;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
4;0.01;10000;exp;query_2;0.0012;0.0043;0.0026699999999999996;12;43;26.7
4;0.1;10000;normal;query_2;0.0002;0.0002;0.0002;2;2;2.0
4;0.1;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
4;0.1;10000;unif;query_2;0.0002;0.0011;0.00031000000000000005;2;11;3.1
4;0.01;10000;unif;query_2;0.0012;0.0074;0.00275;12;74;27.5
4;0.5;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
4;0.1;10000;exp;query_1;0.0017;0.0047;0.00257;17;47;25.7
4;0.1;10000;exp;query_2;0.0009;0.0027;0.00177;9;27;17.7
4;0.5;10000;normal;query_2;0.0002;0.0002;0.0002;2;2;2.0
4;0.5;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
4;0.5;10000;unif;query_2;0.0002;0.0002;0.0002;2;2;2.0
4;0.5;10000;exp;query_2;0.0008;0.0019;0.0013700000000000001;8;19;13.7
4;0.5;10000;exp;query_1;0.0011;0.0019;0.00149;11;19;14.9
5;0.001;10000;normal;query_1;0.0012;0.0051;0.0027300000000000002;12;51;27.3
5;0.001;10000;exp;query_1;0.0033;0.0059;0.00422;33;59;42.2
20;0.01;5000;unif;query_2;0.0518;0.1716;0.11181999999999999;259;858;559.1
5;0.01;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
5;0.001;10000;exp;query_2;0.0012;0.003;0.0019099999999999998;12;30;19.1
5;0.01;10000;normal;query_2;0.0004;0.0021;0.0012799999999999997;4;21;12.8
5;0.01;10000;unif;query_1;0.0002;0.0015;0.00048000000000000007;2;15;4.8
5;0.001;10000;unif;query_1;0.0024;0.0094;0.0060999999999999995;24;94;61.0
5;0.001;10000;normal;query_2;0.0051;0.0143;0.00978;51;143;97.8
5;0.01;10000;exp;query_1;0.0032;0.0061;0.004260000000000001;32;61;42.6
5;0.1;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
5;0.1;10000;normal;query_2;0.0002;0.0002;0.0002;2;2;2.0
5;0.01;10000;exp;query_2;0.0014;0.0032;0.0019600000000000004;14;32;19.6
5;0.1;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
5;0.1;10000;unif;query_2;0.0002;0.0004;0.00023000000000000003;2;4;2.3
5;0.001;10000;unif;query_2;0.0066;0.0242;0.0134;66;242;134.0
5;0.01;10000;unif;query_2;0.0023;0.0106;0.0049099999999999994;23;106;49.1
5;0.5;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
5;0.1;10000;exp;query_2;0.0012;0.0023;0.00173;12;23;17.3
5;0.5;10000;normal;query_2;0.0002;0.0002;0.0002;2;2;2.0
5;0.5;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
5;0.1;10000;exp;query_1;0.002;0.0046;0.0033599999999999997;20;46;33.6
5;0.5;10000;unif;query_2;0.0002;0.0002;0.0002;2;2;2.0
5;0.5;10000;exp;query_1;0.0012;0.0022;0.00167;12;22;16.7
5;0.5;10000;exp;query_2;0.0008;0.0018;0.00133;8;18;13.3
10;0.001;10000;exp;query_1;0.0013;0.0032;0.00215;13;32;21.5
10;0.001;10000;normal;query_1;0.0027;0.0082;0.0061;27;82;61.0
10;0.001;10000;exp;query_2;0.0011;0.0027;0.00179;11;27;17.9
10;0.01;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
10;0.01;10000;unif;query_1;0.0002;0.0005;0.00027000000000000006;2;5;2.7
10;0.01;10000;normal;query_2;0.0017;0.0056;0.0032800000000000004;17;56;32.8
10;0.01;10000;exp;query_1;0.0007;0.0027;0.00199;7;27;19.9
10;0.01;10000;exp;query_2;0.0013;0.0019;0.0016099999999999999;13;19;16.1
10;0.1;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
10;0.1;10000;normal;query_2;0.0002;0.0002;0.0002;2;2;2.0
10;0.1;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
10;0.1;10000;unif;query_2;0.0002;0.0002;0.0002;2;2;2.0
10;0.1;10000;exp;query_1;0.0011;0.0023;0.00176;11;23;17.6
