n_points;ratio_greedy_dim_0_eps_01_q_1;ratio_blind_greedy_dim_0_eps_01_q_1;sparseness_greedy_dim_0_eps_01_q_1;sparseness_blind_greedy_dim_0_eps_01_q_1;blind_non_blind_ratio_dim_0_eps_01_q_1;ratio_greedy_dim_0_eps_02_q_1;ratio_blind_greedy_dim_0_eps_02_q_1;sparseness_greedy_dim_0_eps_02_q_1;sparseness_blind_greedy_dim_0_eps_02_q_1;blind_non_blind_ratio_dim_0_eps_02_q_1;ratio_greedy_dim_0_eps_05_q_1;ratio_blind_greedy_dim_0_eps_05_q_1;sparseness_greedy_dim_0_eps_05_q_1;sparseness_blind_greedy_dim_0_eps_05_q_1;blind_non_blind_ratio_dim_0_eps_05_q_1;ratio_greedy_dim_0_eps_01_q_2;ratio_blind_greedy_dim_0_eps_01_q_2;sparseness_greedy_dim_0_eps_01_q_2;sparseness_blind_greedy_dim_0_eps_01_q_2;blind_non_blind_ratio_dim_0_eps_01_q_2;ratio_greedy_dim_0_eps_02_q_2;ratio_blind_greedy_dim_0_eps_02_q_2;sparseness_greedy_dim_0_eps_02_q_2;sparseness_blind_greedy_dim_0_eps_02_q_2;blind_non_blind_ratio_dim_0_eps_02_q_2;ratio_greedy_dim_0_eps_05_q_2;ratio_blind_greedy_dim_0_eps_05_q_2;sparseness_greedy_dim_0_eps_05_q_2;sparseness_blind_greedy_dim_0_eps_05_q_2;blind_non_blind_ratio_dim_0_eps_05_q_2;ratio_greedy_dim_0_eps_01_q_3;ratio_blind_greedy_dim_0_eps_01_q_3;sparseness_greedy_dim_0_eps_01_q_3;sparseness_blind_greedy_dim_0_eps_01_q_3;blind_non_blind_ratio_dim_0_eps_01_q_3;ratio_greedy_dim_0_eps_02_q_3;ratio_blind_greedy_dim_0_eps_02_q_3;sparseness_greedy_dim_0_eps_02_q_3;sparseness_blind_greedy_dim_0_eps_02_q_3;blind_non_blind_ratio_dim_0_eps_02_q_3;ratio_greedy_dim_0_eps_05_q_3;ratio_blind_greedy_dim_0_eps_05_q_3;sparseness_greedy_dim_0_eps_05_q_3;sparseness_blind_greedy_dim_0_eps_05_q_3;blind_non_blind_ratio_dim_0_eps_05_q_3
450;28.3444444444444;63;0.126255877258104;0.280623608017817;2.22265778126225;14.0311111111111;43.3733333333333;0.0624993813412522;0.193199703043801;3.09122584732341;5.02888888888889;23.1422222222222;0.0224003959415986;0.103083395199208;4.60185594343791;72.4577777777778;162.073333333333;0.322751794110369;0.721930215293244;2.23679690854444;30.1333333333333;98.4044444444445;0.134224201930215;0.438327146745855;3.26563421828909;7.58;44.7622222222222;0.0337639198218263;0.199386290522148;5.90530636177074;93.0555555555556;175.504444444444;0.414501361049245;0.781756990843851;1.88601791044776;45.1888888888889;116.626666666667;0.201286810195496;0.519495174461767;2.58087042045734;10.4555555555556;60.3422222222222;0.0465726305369958;0.268784954219253;5.77130712008502
